review_text
"Everything you expect from online banking, easy to use and keep track of day to day spending."
Only drawback it doesn't log me out if I do not use the app for a while like it used to do previously before the update of the app.
very easy to use 👌
easy to use
very basic app lacking features.. no instant spending notifications and depositing a cheque through the app is a nightmare and rarely works.
"Good app. on the next update, can we have the option to have the display in dark mode please."
Straight forward to use
it does what I want. easily and efficiently
good and easy to use
good service 👍 👌
"great app, easy to use, very intuitive."
very good 👍
"Well the Quick Glance widget is back at long last, great news, but from memory the old one auto-refreshed the balance. This one doesn't appear to do this and so is of limited use, potentially misleading you into believing you have more in your account than you actually do. My main use for the widget has always been to check there's nothing seriously wrong with my account so i need to see an accurate balance. With this in mind it would also be useful to switch accounts from within the widget."
"Technical things are scary for me, but this seems straight forward."
very simple and not very complicated like it I hope the tech do not mess it up
"The app insists on being updated every few weeks. There's never enough space on my phone (seems to require more than 1GB) so this takes half hour of messing around trying to make enough space. App is essentially unworkable because of this issue. No warning given of or option to delay need to update so you could find yourself away on holiday without a Wi-Fi connection, with even more difficulties in updating the app, & no access to your account in the meantime. 2/9/25 yet another update needed."
don't think face recognition not needed as I don't have a santander bank near me
can't sign in
was trying put in for credit card asking for passport photo I don't have one im disabled cant leave country but do have electoral card with photo
"It's been 20 days, still can't login to online banking and the app, as I haven't received my login credentials. 20 days!! in 2025!! * There are no live chat or email contact options if you can't login to the app. The waiting time on that number is just a waste of time. So, if you have any login issues with the bank they expect you to waste your half day just to explain your issue."
it work well
can't get banking up on screen
if I can use it anyone can
the app is easy to use and allows you to do lots of things without phoning or going to the branch.
There is always room for improvement.
would be better if you could also cancel payments on the app
"App is now worse than it was years ago. The UI is more clunky/less elegant, and features have been taken away rather than added. The quick balance widget should not have been launched before it was ready - it has been malfunctioning since I updated to install it. How does an app get this much worse over time?"
very easy and secure
fab
Easy to navigate mobile banking app.
"love the app, and have done for years. very convenient 👌"
very easy to do .
easy to navigate
"Quick and easy to set up, easy to use, pretty good to be honest."
difficult to send money abroad 😕
easy to use.
brilliant
easy to navigate and very helpful for transferring cash around and paying people
The app is very easy to navigate around your account. Would recommend
Does exactly what it is supposed to. 😜
It's easy to understand
Efficient.
"too many updates... upd after reply 'updates needed to fight with fraud'... bs, other bank apps are fine without updates. this one - 44mb every 2 month or so... 125mb!!! last one... i spent 10min to complete... other apps allow to continue without an update, but to not this one"
"App is good and almost all options are great apart from home screen lay out. on home screen, pay and transfer, products and services, help centre and more options are locked leaving small space for accounts. These options are locked so if you scroll down, they keep occupying the space. There is no option to customise home screen to either unlock them or get rid of them all together. They are good options to have them on home screen but users should be given flexibility in customisation."
I was reluctant to get the app for a while but it's really easy to use and very convenient.
"easy to use, making it simple helps so much."
great but miss my old banking system 😭
easy to use
"Does what it needs to, some of the Menu routing is odd."
"FINALLY THE WIDGET IS BACK 👍 (it took a year 😱), stopping text notifications and still no sign of the widget coming back as promised, very disappointing. Maybe time to change banks, anyone know a bank with real-time widget"
"Santander ceased SMS notifications and removed them from the current version of the app. This isn't a social media app, why are they forcing me to open it all the time instead of telling me what's happening? The previous version of the app had widgets and notifications. Update for August 2025. the widget is back but annoyingly takes up the same space as 6 app icons (and 8 by default) Keeps sending 'insight' notifications with no content, clicking them only opens the app to the main page."
Easy to use Clear and handy
so simple to use and very safe
"2019 - very good, easy to use, bit hard to set up 2025 - we've had multiple updates this year. Each time it doesn't install properly and I'm stuck without banking, last time for a few days. I'm not sure how long this time. Unfortunately I do need to make bank transfers and if I had some warning I could have paid cash in advance."
Good Job
"It does most things I want it to, quite conveniently"
Great app.
easy and quick to use
The update does not go ahead and this doesn't allow me to open the account
"Reliable, rarely crashes, has good notice of any maintenance planned. Only issue I have (and I realise this is for my security) is if I switch to another banking or credit card app, Santander app logs me out, so I can't check a figure to transfer, and swap back to do the payment. Haa a lot more checks built into transfers/payments, asking you to consider if you might be being scammed, than some other large bank apps, and whilst I might hiss about these at the time, I do appreciate them"
it's quick easy
Really easy to use and navigate.
won't even allow to turn on notifications for when you receive money in your account.
does what it says on the tin
Many thanks. Works perfectly in Android 15 as well. Great job guys.
easy to use and safe
being lovely
"It's only been a month and the app has to be updated again before I can access my account. But it fails to install and has to be uninstalled, reinstalled and reauthenticated again. Just let me keep using the installed version - I don't want updated functionality and I _really_ don't want to go through the whole installation again. **** 31 August. It's happened again. Online banking is useless if you demand an impossible update."
very simple
quick and easy to use
"absolutely disgusted. 45 years banking with Santander, have to take photos of my self and driving licence to authorise my account."
needs a dark/ night mode bright white background is a bit too much at night
Easy to use and you feel safe using it.
very handy and easy to use 👌
it's so easy to use
Easy to follow instructions
l love the app
Generally easy to use
easy to use and quick service too
needs to have better 24/7 out of hours communication
Very good.
good service
"The my money manager is a terrible feature. just hitting back exits the app terrible experience, remove from app focus on better transaction screens like other apps."
Get the answers to bank questions from my app.
it's works very well
it's very a good mobile banking app
Great service easy to use 👍
easy to set up and use
give me time to work it ou
So slow now.
brilliant
always having to update all the time
"No issues, easy enough - bar the whole monetary control & slavery thing."
very easy to navigate
Following update i no longer have the app on my phone
Easy to use and can do bank transactions wherever I am
Great service!
mostly easy and straightforward to use but doesn't always work properly after updating
everything every good👍
easy to use and convenient
easy to use
"Great, simple app"
great
easy to work.
"Brilliant, easy to use"
"easy to view,easy to navigate and easy to use."
very easy to use
Good job 👏
"very useful, and efficient"
"It's a really useful app. The functionalities and rich feature sets are very neat and user-friendly. Thanks! For making such a useful & impactful product, alongside the services you offer. Well done to the team."
work great and alot easier to use than logging in on computer
very fast and reliable.
demands update then won't let you do it as requires more space - infuriating
excellent and easy
Excellent app
Can be problematic.at times
do not need to have to change anything have just about got to grips with how this works Not easy for me.
It would be 5 stars if they allowed international payments in-app.
Able to do all the banking things I need to.
Easy to use
"Unable to logon, put in security number and it just sits doing nothing. So disappointed. Have numerous accounts with you and can't access any from app. Have to go through website for all online banking now. Have uninstalled and reinstalled and no difference. Please fix."
great App
easy to use
Widget has been disabled and not working. Notifcations have been disabled and not working. The app is going backwards and developers are making it worse
"User interface is brilliant, easy to navigate."
Great App never let's me down
So easy to use
easy to use
1 Still no dark mode in 2025! 2 Constant updates taking up more memory with no noticeable change
easy to use
so easy to use
Great app
"it's easier to use than my computer, although a little cumbersome. I can print statements etc. I use a tablet rather than a phone."
"easy to use, no fuss and secure"
fed up of updates all the time my memory on phone wont allow me to update and im not deleating the few things i do have as it will only be banking on my phone
Easy to use and feel money is safe with the security prompts put in place
"Generally good, but whenever I press 'Back' or my phone's back arrow in the Money Manager, it exits out of the app!"
"Simple to use, does everything i need it"
Easy to use with a good level of security.
Very easy and simple to navigate
Easy to use at a time of my convenience.
good security
everything is great
easy for someone who is abit unuse to internet
Really Terrible
love this app Santander is the only way to bank
Easy to navigate...
"doesn't work on grapeneOS, time to leave santander"
super
very quick and easy to use.
it's easy to use and quick 😉😉😉
not scanning in cheques
"Clear information, easy to use."
great easy to use
Needs updating so often?!
"Not that I needed the scam protection. However, on balance, I can see how this might protect me in the future. Well done, Santander."
"easy to use, and safe"
"So easy to use, never glitches, great app."
"good app but over the top with the updates ,leave alone 😕"
"So easy to use , everything st my fingertip"
hard to see payments into account. used to be highlighted quite clearly
"bought new. phone now can't open the app. I get text messages, but no emails! not happy!"
"You need to disable a security feature on grapheneOS to make the app launch, but it does work once you've done that"
it is what it is
"easy to get things done and quick, yet secure."
very good
Good app works perfectly
Great opportunity to manage your money from everywhere.
can't get into my accounts
good😁
good
Does what I need it too with little fuss and the right amount of security.
"Works well, no issues."
everything went perfectly well
would like the widget back
Easy to use app where everything is very accesible.
"Very easy to use,being a pensioner I'm not very good with apps but found this really good and complicated."
terrible bank the app and the online service is poorly designed why can't they copy natwest app system so simple and perfect
love this app
It just works :-)
good
easy to use . quick and efficient.
Great app easy to use
"very helpful for me, i dont have go into bank"
Can't get into my bank?
"Quick, easy and very secure."
"The Aug 25 update has expanded the Feb 25 bug to the accounts page ensuring that only half the screen can show accounts info while the rest is wasted. The Feb 25 update has introduced new bugs, the alignment (right) of the Pay/Transfer buttons within individual accounts causes a massive narrow vertical text. Your reply is nonsense as the text was aligned correctly (below the icon) on the accounts page prior to the Aug 5 update. Very poor design."
easy to use
Keeps changing. Very complicated.
really good
Brilliant
The data requirement to install this app is beyond ridiculous! I don't have enough available space to download it.. Now what do I do? 🤷‍♀️🤷‍♀️ part 1 nearly 40mb.. part 2 130mb..
Good app does the job
is very helpful
good service
easy to navigate and information right where I need it. love santander.
This app updates too much. Developers use a beta testing before you push to store. None bank updates this much and often as you guys do.
Great
"Gained a star cause they finally have the quick balance widget back. Only took over a year to reintroduce the one feature everyone was complaining about losing, but now it shows my last 4 digits on the widget. How is that safe? Just advertising to anyone who might be hovering what the last 4 digits of my account are because I want to know my balance. You guys really do have things a$$ backwards in the app development department. FML."
So easy to use and very secure!
don't like keeping.updating .why????
easier to use.
"App is very problematic and unstable - continuously asks to be updated, which my phone can't always do due to lack of space - VERY happy with bank account but looking to switch to bank with better/more stable app because of this :("
working again now
Strong enough app. Would be nice to be able to conduct all my financial affairs in app rather than on phone in website.
"so far, so good 👍"
"the new revamped widget is useless, doesn't refresh when pressed."
It just works. Not overcomplicated or fussy.
easy to use
great 👍
I literally updated less than three weeks ago. I now have no space and can't use the app very frustrating.
it's banging
app is quick to use no problem so far.
"Since transferring my accounts from Barclays; When I visited Farnborough branch to open the account, - although I was late due to Sat-Naving and driving to the wrong postcode, the bank advisor 'still' saw me (as It's far from my local branch is located!) The advisor who's name I cannot recall, was excellent in her work and extremely helpful & professional. The 'only' negative issue's I currently have is why the banking app needs updating so often, as I am locked out due to lack of GBs! 🤔🙄"
"cannot freeze my card or access anything regarding my card. I used to be able to freeze it whenever I wanted, now I cannot find the setting or even the button that says ""manage my cards"" ."
no option for paying overseas and no dark mode . othervise ok
fantastic easy to use app
can't log in anymore OTP isn't working
Great app
"App doesn't work, it won't load."
easy to work
pretty intuitive and easy to navigate
best app
"very easy and very efficient app, I'm not computer whizz kid but your app is spot on, thanks"
easy to use
Simply to use and intuitive.
Very good app
It works for me when I need it.
Easy to use.
it's so easy to use
Easy to use. Seems reliable.
easy and practical app.
very easy to navigate
"Quick,easy, and secure."
"easy used, safe"
Good
super easy to use and help desk is great and responsive with issues
Fast and easy to use 👌
"UPDATE: Now 5 stars since the quick balance widget is back (YIPPEE). The widget may not be essential to a lot of people but to me it is. So thank you very much for putting it back. Took a while, but you finally got there. Just wondered if you could set the quick balance widget to auto-update every hour?"
brilliant app
Excellent banking app with plenty of features.
"For a bank this app is very basic, not great to use and miles behind other banks."
"I have a Pixel Fold. The app used to work in Full Screen aspect ratio when the phone is open, but it now crashes when using that. I have to make sure the settings are set to App Default for it to work so it only appears on half my screen"
unable to install since email not used on device. this should not be required to be on the same device.
excellent app
"I can't log in...rubbish apps , I would close my account as an result, because of the scam apps venture in uk. off the scam , off the unresponding apps & bank. it is a ruin of my relationship with santander. I don't want to see everything is going to miss or zero in my bank account on next day!"
"clear, easy to read & operate - like it 👍🏾💞 also as I'm not TECH savvy a wonderful guy named Bayo went beyond patient , a Tru Professional"
"Easy to use, like the safety questions before authorising."
so easy to use
Easy to use
App is easy to use
easy to navigate
"Still shows ""pending"" in transactions when it's NOT pending. > Credit or Debit transactions, Refunds etc."
easy to use and very good security protection required.
excellent
brilliant
super easy to use 👍
Works as expected 👌
"brilliant, secure and so easy to use"
"Big improvements from 2018. Enjoying the App very much so. Thank you. Edit: Taking away the on-screen Quick Balance feature was not a good move. Edit 2025: Yay. Glad to see that the Quick Balance widget has been reinstated, thanks a lot guys 😃. One thing that doesn't seem to be working on my Samsung A54, is the refresh button on the Quick Balance widget. Is it something to do with my phone, or the app? Regardless, I'm happy. Oh, and an adjustable dark mode would be nice. 👍👍👍"
easy and safe
very easy to manage and monitor
good
easy to use
"It works, all I can ask from a banking app"
"The Quick Balance Widget has finally arrived. .... What a relief. .. Update: Although i can put this widget on both my phones, it will only refresh on one of them. If i want it to work properly on my main mobile, i have to go into my Sant. App, .. menu .. settings .. Qu.Bal. .. turn OFF enable, then back ON and Confirm. So it's now only on my main mobile."
absolutely wonderful
Great easy to use
easy to use and very quick problem solving with it
Terrible app for one reason - no push notifications for credits or debits in/out of current account - WHY? If the bank wants to fight fraud these notifications are a MUST. Nobody keeps opening a banking app every minute to check on a credit or debit account transaction. Santander take a few lessons from advanced mobile apps such as Hellenic Bank or American Express.
"This app is totally useless, it won't open, totally unreliable, avoid at all costs, same thing happened two months ago. it's happening again, won't open, and it's still happening, USELESS"
I'm happy with it
The app works fine on my Android phone but it drains my battery even through I rarely use it. What's it doing I wonder... Have uninstalled it.
so easy
great app simply and easy work every thing under your control
seamless banking 5*****
great app
quick and easy transactions
Great app
"Quick, easy and convenient to use"
super easy to use.
fantastic app so quick and easy to use .enough security on the app as well I
App works well. I just wish it notified me of all financial transactions...
"Broken on GrapheneOS as of the latest release, closing instantly. I comment here because it is likely that the breakage is caused by the app's security checks."
good app but last update has made it worse letterbox viewing for accounts
easy to use
I think this is one of the best banking apps out there
Very convenient especially when you have limited time to fully log in. It's secure too.
easy to use I enjoy it and I also opened up a savings account with them a week later and they add money on every month all depends how much is in your savings. also paid a day early how awesome is that!!!!
easy to use
great
easy app
Excellent Services
Santander is constantly working to keep my finances safe.
Just love that at a touch of my finger i can send money
nice easy and fast
Daily use
easy to use
Nice quick transfer
Great way to stay on top of things.
It's efficient
It was very easy to use. It also has safety measures to make sure you are not being defrauded.
easy to use
great
easy to transfer money and paying for goods
easy to use and secure 👌
Great service thanks
Total rubbish. The app was very good until Santander made it necessary for me to allow Samsung Apple & Google to access my personal financial data for their own use
Excellent thanks 😊
Easy to use
easy to use and convenient when on the go.
"fast, efficient, very security conscious"
very user friendly and easy to navigate.
Great app simple to use
"awesome as always. thank you, and God bless you, good folk's 👊👊👊"
easy and fast and safe.
"I do think the app is great, BUT: I've been waiting for the balance widget as I found the previous one very useful. But I'm really disappointed with it. Like other reviews say, it doesn't automatically update like the old one did. When I hit refresh, I get the log on screen every time. I don't trust the widget to show the true balance, so I'm going to remove it and go back to checking my balance by logging onto the app like I have been doing"
"Terrible app. Hard to make payments through the app via other banks, as it doesn't communicate well coming back to the app to confirm the payment has been made"
I like the app
isa could have the maturity date on it instead of going through the menu looking for it
Absolute terrible app since it was updated
This App is VERY EASY to use and to navigate and its pictures above the instructions AID its use. I like 👍 the improvements to this App as should anyone who uses 😏 it and also for those going to start using it. 👍
Good app. the only frustration is you can't change standing orders
so easy to use
good
"Clear, straightforward, useful"
The chat function is the worst app based chat I've had to use.
simple to use
Not complicated to use and easy to understand.
"Clear and easy to use. However, still some things like SOs that require logging on to website. Would be essential to have FULL capability on the mobile App."
so easy to use this
Very User friendly
Easy to use
"safe, easy to use"
o.k. !
"handy app, I can do everything I need to do 👍"
Santander app is very user friendly.
very good
this is a great app for my main bank
Quick Easy and Reliable :)
"Easy, secure."
Very easy to use and very secure.
helpful
easy to use
excellent
Great all good
It's easy to use and does what I want.
very easy to use
easy to send money
never had a problem
great service 👍
"The balance widget is supposed to show actual balance, but you admit that it doesn't without a manual refresh each time the balance changes and you won't know the balance has changed as that's what the widget was for in the first place."
easy to use app.
easy
Easy to use
"İ can't update my bank ,and I don't know how to do"
excellent happy about
brilliant app that works faultlessly
Good
easy to use
"the app crashes. nothing loads for me so I can't use it. in response to Santander response: it doesn't work on WiFi or data and the app doesn't load, it only flickers on for 0.5 seconds."
Quality service
easy to use
Ok
the app is very easy to use I really like it
great
The app is easy to use and makes seeing my account balance quick. a moving money between accounts or paying a third party is quick and easy.
very good service
The app is easy to use and I can do a all I need to do online.
easy to use
works really well and improved since adding extra finger print security
easy to use.
really good apart from it doesn't show my credit card
Great app easy to navigate
not as good as others
no problems
very accessible
all good with the app
Great app
It has all the information I need and the fact that it is secure and user friendly.
💯 it works
"fast , very easy"
Easy to use
Really easy to use
easy to use
Struggling to see accounts as they freeze up whilst scrolling.
add quick balance view pls
never had any problems
Great App
The new app seems to work better than the previous one and easier to find things.
"unable to help me remove an Overdraft online, I'm in a financially abusive relationship but as its a joint account there's 'protocols' so basically- he spends it I HAVE to pay for it!!!! even the online website WONT help me reduce it immediately"
the app has gone through lots of iterations and the current version has been the sleekest. well they have pets pics on login screen and whoever came with that idea wins my vote for president of planet earth. I just open the app to see what pet pic comes up. come on team add a few more. kinda like 7 for days of week.
easy to use even for an old codger like me
investment hub keep cancelling my direct debit without my consent. wish santander would stop
I find this online banking app very convenient indeed.
Setting up a payment to someone new could not be simpler. Thank you!
easy to work
"It may seem a bind but this app asks you lots of questions before you can confirm any payments of a significant sum, because they really don't want you to be scammed. Which I think is excellent."
excellent thank you
so easy to use. I'm antitech me but this works well and I'm always happy with the results
It's absolutely awesome
"The quick balance widget was something I relied on heavily. It's baffling that something so useful has been absent for years since they forced everyone onto this new app. EDIT AUG 2025: After years, they have finally added the widget and got it to function without failing and giving errors! It requires fully uninstalling and reinstalling the app and logging in again, it looks awful compared to the previous app and doesn't update automatically, but at least it's been added at all finally."
very easy to use
"it's a simple and easy enough app to use, but the quick account widget is temperamental."
More accessible and easy to use. Great improvements
so easy to use.
I have had to renew the app twice within the past 6 months and it take forever
easy to use. everything at my fingertips 👍
"reliable, convenient, and easy to use"
easy to use
works well quite easy to use
Very easy to understand and use
Very user friendly
A bit clearer and more comprehensive.
good
fab
very sacure
Great being able to deposit a cheque online.
Exellent
simple and efficient. quick to use. Just a palaver if you forgot your login details but team are helpful in that instance.
very easy to use
easy to use
easy to use and pretty quick too
easy to use.
good app easy to use
Very user friendly
👌
easy peasy
very good app easy to use.
simple and easy to use
"spent the last 20 minutes trying to deposit a cheque. waste of time. can't ""read' the cheque despite showing me correct details from the cheque."
"simple, straightforward and easy to use."
"Great app! I have a POA account for an elderly relative, and this makes life so much easier. I have also opened an isa for myself. Just sad that the local branch has recently closed down."
easy to understand.
Really user friendly.
"App is fine only issue is it doesn't support landscape mode, hence 4 stars"
"Works well. Great for keeping up to date with your accounts etc. Pin only access, which suits me. Avoid inputting your pin digits too quickly as it is measured."
"Easy to use, no problems."
"Great app , always works well ."
"wants to update every few weeks ,with no obvious advantages useless app 24x7 chat doesn't work just hangs the app various menu options do not exist, following online instructions as much use as an ashtray on a motorcycle."
so easy to use
excellent service
Easy to use
Great
no problems and does the job.
So pleased the quick balance is back is there any chance we could have a dark theme which follows system settings?
so quick and easy to use
Fool proof !!
easy to use a good app
so much easier than online.
"use money management quite a bit but lately keeps loading nothing, saying no insights?at the same time the stars at the bottom to rate the insights have disappeared,can just see them but very very faint.shame used to be really good."
very easy to used
easy to use and quick.
very fast and quickl
EXCELLENT 👌
it's very easy to use.
"I'm the main the app is great. Recently, I've started to see transactions remain in pending, way after they've cleared. in this instance, it's 4 x 50 refunds. I've deleted the app and reinstalled and messaged the team 3 times, yet they won't escalate the problem."
brilliant banking gd bank very prompt service 😀😀
Was a bit shaky to start with but better now.
easy intuitive
I find the whole experience quite easy.
"in general I like the app but there are some things that you can't do, such as see or amend pending payments!"
very good thanks
"Scan a cheque does not work! I've changed lighting and background but it says low quality image yet it is crystal clear! Maybe you need to try features out to make sure they work, as this clearly doesn't! So now i have to waste my time driving to a local branch. Update: Followed your instructions, and still nothing so took in branch. Further Update: Another cheque, app failed again, so deposited in Halifax. Their app is flawless and will use Halifax from now on."
very easy to use
not bad annoying with the pending balances
Very good and user friendly.
"I love, as it gives me options to cancel a payment if I change my mind before submitting"
The Santander App is amazing and user-friendly
super easy to use A*****
very good
easy to use.
very good service
I miss the deposit notifications
"Easy to navigate, 5 stars!!"
easy to use
easy and simple to use
Great
Quite easy to navigate.
it's amazing
its easy and very secure.
Very easy to access.. love it!
easy to get around
easy to transfer money between my accounts
easy and informative
great app never any issues do what you need from the app
Fast and efficient
so easy to use
easy to navigate
"I just started on line banking ,it's great ! I don't have to walk to the bank now !! 😁"
easy to use
"quick balance had been gone for so long i forgot it was the reason i liked this app. i like the widget but its a bit big and would be nice if we can resize it a lot smaller. for both privacy and aesthetics reasons. it would be nice to have native notifications for every payment incoming and outgoing too, then it will be pretty much perfect."
Good app
ease of use
it doesn't always work unfortunately
unable to access the most recent bank transactions on the statements
so easy to use //////////
easy to use
very good
Easy to use
I am old but can understand it
"easy to use , but not like going into a shop, miss our branch in canvey island."
good service
👍
"easy to use , only niggle is when transferring money between accounts it doesn't always show the money has been transferred until you log out and back in again"
"has always worked great for me :) very decent app, well done devs 😊"
"They have the quick balance working again,awesome feature Thanks"
"Horrendous, uploaded my ids both driving licence and passport and took selfies, 5 days now in a row still won't work"
very good
easy to use..
"Generally, I'd loved this app - but whatever your last update was - please undo it. Your 'shortcuts' now take up most of the page and are listed vertically instead of usual horizontal mode - so I can't see my accounts together / properly. It's unnecessary and, frankly, made the app awful to use on my Honor Magic V2. 13/8/25: Also now discovered it doesn't work on iPhone either. To date, only a Galaxy phone seems to have 'survived' the update..."
excellent app
Easy to use and understand.
I love this banking app. so easy to use
"It's simple to use, clearly informative, and enables us to manage our accounts easily. Great!"
simple ...
Easy and quick
easy to use
works fine but really need the balance widget back
ideal for me disabled do rely on family
good but shame mortgage features aren't included
"Great app, easy to use, banking at my fingertips!"
"easy to use,nice form,cheers Santander 💪"
great service
I logged in to banking online fine but when I enter my user id in the app it just says error and can't move forwards
Easy to navigate.
very easy to navigate around.
Easy to use. Lots of account info and help available.
Brilliant APP 👏 THANKS
"It's a good, stable app. Gives access to all of the features I need."
"The apps work ok, but it doesn't give payment confirmation to send to recipients"
After years of going into a bank this just makes life easier
"Easy to use, feels safe to me."
always on point never had any trouble
Easy to use
very easy to navigate 👍
"Santander- unfortunately IS=incompetent. Sadly most staff are 'new'/ ""in training"" / CLEARLY DOESN'T WANT TO Remain WORKING at SANTANDER -NO enthusiasm & often rude & apparently ""THE BEST WAY"" to contact Santander -(via there web chat service) its a nightmare to eventually get 'chat with an actual human advisor'- rather than some a.i listing multiple choices, causes unnecessary exhaustion & causes me to deliberately start avoiding my bank at any given moment 😥🤦🏼‍♀️"
The quick balance widget has now been fully restored. Quite why it took a year is a mystery.
I'm absolutely useless with computers but this online banking is easy!
worst chat bot ever
so easy to do transfers and other actions.
Good app
easy to use.
I Love this app itso clear simple too use
"very easy to use, mortgage service is excellent and not complicated"
My phone won't allow this app for some reason. Maybe it's too old? Is there a minimum requirement? My phone is a Samsung.
Good
easy to understand app
Very straightforward and stress free.
"well we finally got the balance widget back after 2 years of being promised it. it would be good if when you tap on the refresh icon you could actually see an indication that it's refreshing by maybe making the refresh spin, quite often I'm never sure if if the refresh is working so i have to log into my app which rather defeats the object 😕"
Great works well
great app good to see quick balance is back at last
"easy clear, shame I can't delete dormant accounts"
very easy to use
"Has not worked since latest update. It freezes at ""loading accounts and cards"". Same problem with other family accounts on different tablets."
"It's so good to see the quick balance return, but to make it better I highly recommend making the refresh button bigger. At present, it is very small and when trying to press, it's easy to accidentally open the app instead by mistake, which I find irritating. Maybe allow us to link multiple accounts aswell, so I can swipe right and left on the widget to display my credit card and savings balance?"
the app keeps freezing on loading page . it works on phone but not on Android tablet. you have shut down all my local branches to save money and now you can't keep the online banking working. definitely looking at changing banks because santander don't give a toss about customers.
Very easy to use.
easy to use
Categories of spendature like other online banks use like starling
"Overall, I find the app reliable and easy to operate. most things like statements are easy to find and changes to accounts can be done quickly and easily."
easy to use
"very easy to ease, I feel secure too."
it's nice easy to use good
"easy to use, and extremely swift in bank transfers... superb.... wish all banking apps were as easy to use."
eating up my phone's memory 400MB!
The new app looks really nice it needs a Dark mode and happy that the widget is back Thank you.. but I don't need my card underneath my account I think it should be removed and left in the menu.. thank you 😁
easy and fast to use
super fast. I love it!
"Able to manage 99% of my finances and accounts. Whilst a very minor inconvenience, very happy with the high level of security provided and protection for me for any changes or transfers that require a call. Making a call would be the only downside. Takes so long to get through and often transfered a couple of times before getting the right person."
"Very simple to use and gives you complete control over your finances. I used to do everything using telephone banking, and this is so much quicker and easier. If I do ever encounter any issues or can't work something out myself, Santander's customer service team are always amazing."
quick easy safe
I tried to send in One go but your rep kept making mistakes so I chose the app to send in chunks
Very efficient thank you
Great.
Well done !
Works as expected
app is fast and secure
"does everything I want, very efficiently"
good 👍
I do my friends are on same app.xx6
App is very easy to use. One of the better bank applications that I use.
Removing the quick balance widget was the worst thing you could have done! useless app don't fix things that aren't broken!!! Review update 12-08-25 Thanks to the return of quick balance ive now changed my 1 🌟 review back to 5 🌟
Meets all my expectations from the app
Just so easy to use.
Always impressed how easy it is for me to handle my account
"Went into my app again says update trying do still pending ,am now ringing the number they sent.Its not as easy as people make out on line banking. Definitely might stop it nightmare!!!!"
good
easy to use
Easy to use
easy to navigate. always secure
Easy to navigate it feels secure and prompts are excellent 👌
"Good app, easy to use only thing i would like adding to it would be the balance display window widget they had on the old app as it's missing on this new app. ***update*** have now managed to add quick balance display to home screen so all good thanks."
Great service thank you
"never a problem , easy to navigate"
"Online chat is hopeless. All predictive text blocked, can't paste into chat. Agents themselves are also very unhelpful but that's not an app issue."
The app seems good but doesn't show business accounts
excellent. practical. safe
Changed my rating from 1 star to 5. finally the widget is back and working great 👍
A ya so Nice...
